Time,Current,Voltage
9.37E-07,463.0174613,2.36
9.38E-07,478.7129684,2.44
9.38E-07,463.0174613,2.36
9.39E-07,478.7129684,2.44
9.40E-07,478.7129684,2.44
9.41E-07,463.0174613,2.36
9.42E-07,478.7129684,2.44
9.42E-07,478.7129684,2.44
9.43E-07,463.0174613,2.36
9.44E-07,463.0174613,2.36
9.45E-07,463.0174613,2.36
9.46E-07,463.0174613,2.36
9.46E-07,463.0174613,2.36
9.47E-07,463.0174613,2.36
9.48E-07,447.3219541,2.28
9.49E-07,447.3219541,2.28
9.50E-07,447.3219541,2.28
9.50E-07,447.3219541,2.28
9.51E-07,447.3219541,2.28
9.52E-07,447.3219541,2.28
9.53E-07,431.6264469,2.2
9.54E-07,447.3219541,2.28
9.54E-07,431.6264469,2.2
9.55E-07,431.6264469,2.2
9.56E-07,431.6264469,2.2
9.57E-07,415.9309398,2.12
9.58E-07,415.9309398,2.12
9.58E-07,400.2354326,2.04
9.59E-07,400.2354326,2.04
9.60E-07,400.2354326,2.04
9.61E-07,400.2354326,2.04
9.62E-07,400.2354326,2.04
9.62E-07,384.5399254,1.96
9.63E-07,400.2354326,2.04
9.64E-07,384.5399254,1.96
9.65E-07,368.8444183,1.88
9.66E-07,368.8444183,1.88
9.66E-07,353.1489111,1.8
9.67E-07,337.453404,1.72
9.68E-07,353.1489111,1.8
9.69E-07,353.1489111,1.8
9.70E-07,337.453404,1.72
9.70E-07,337.453404,1.72
9.71E-07,337.453404,1.72
9.72E-07,321.7578968,1.64
9.73E-07,321.7578968,1.64
9.74E-07,321.7578968,1.64
9.74E-07,306.0623896,1.56
9.75E-07,306.0623896,1.56
9.76E-07,290.3668825,1.48
9.77E-07,274.6713753,1.4
9.78E-07,290.3668825,1.48
9.78E-07,274.6713753,1.4
9.79E-07,258.9758682,1.32
9.80E-07,243.280361,1.24
9.81E-07,243.280361,1.24
9.82E-07,243.280361,1.24
9.82E-07,227.5848538,1.16
9.83E-07,227.5848538,1.16
9.84E-07,227.5848538,1.16
9.85E-07,211.8893467,1.08
9.86E-07,211.8893467,1.08
9.86E-07,196.1938199,0.9999999
9.87E-07,196.1938199,0.9999999
9.88E-07,180.4983127,0.9199999
9.89E-07,180.4983127,0.9199999
9.90E-07,180.4983127,0.9199999
9.90E-07,149.1072984,0.7599999
9.91E-07,149.1072984,0.7599999
9.92E-07,133.4117912,0.6799999
9.93E-07,149.1072984,0.7599999
9.94E-07,133.4117912,0.6799999
9.94E-07,133.4117912,0.6799999
9.95E-07,117.7162841,0.5999999
9.96E-07,117.7162841,0.5999999
9.97E-07,102.0207769,0.5199999
9.98E-07,86.32526977,0.4399999
9.98E-07,86.32526977,0.4399999
9.99E-07,86.32526977,0.4399999
1.00E-06,70.62976261,0.3599999
1.00E-06,70.62976261,0.3599999
1.00E-06,54.93425544,0.2799999
1.00E-06,54.93425544,0.2799999
1.00E-06,54.93425544,0.2799999
1.00E-06,39.23874828,0.1999999
1.00E-06,23.54324112,0.1199999
1.01E-06,23.54324112,0.1199999
1.01E-06,7.847743771,0.03999995
1.01E-06,7.847743771,0.03999995
1.01E-06,-7.84776339,-0.04000005
1.01E-06,-7.84776339,-0.04000005
1.01E-06,-7.84776339,-0.04000005
1.01E-06,-23.54326074,-0.12
1.01E-06,-23.54326074,-0.12
1.01E-06,-23.54326074,-0.12
1.01E-06,-39.2387679,-0.2
1.01E-06,-39.2387679,-0.2
1.01E-06,-70.62978222,-0.36
1.02E-06,-54.93427506,-0.28
1.02E-06,-54.93427506,-0.28
1.02E-06,-86.32528939,-0.44
1.02E-06,-86.32528939,-0.44
1.02E-06,-102.0207965,-0.52
1.02E-06,-102.0207965,-0.52
1.02E-06,-102.0207965,-0.52
1.02E-06,-117.7163037,-0.6
1.02E-06,-102.0207965,-0.52
1.02E-06,-117.7163037,-0.6
1.02E-06,-149.107318,-0.76
1.02E-06,-133.4118109,-0.68
1.02E-06,-133.4118109,-0.68
1.03E-06,-149.107318,-0.76
1.03E-06,-149.107318,-0.76
1.03E-06,-164.8028252,-0.84
1.03E-06,-180.4983324,-0.92
1.03E-06,-164.8028252,-0.84
1.03E-06,-180.4983324,-0.92
1.03E-06,-180.4983324,-0.92
1.03E-06,-196.1938395,-1
1.03E-06,-196.1938395,-1
1.03E-06,-211.8893467,-1.08
1.03E-06,-227.5848538,-1.16
1.03E-06,-211.8893467,-1.08
1.04E-06,-211.8893467,-1.08
1.04E-06,-227.5848538,-1.16
1.04E-06,-227.5848538,-1.16
1.04E-06,-258.9758682,-1.32
1.04E-06,-258.9758682,-1.32
1.04E-06,-243.280361,-1.24
1.04E-06,-258.9758682,-1.32
1.04E-06,-274.6713753,-1.4
1.04E-06,-258.9758682,-1.32
1.04E-06,-258.9758682,-1.32
1.04E-06,-274.6713753,-1.4
1.04E-06,-258.9758682,-1.32
1.04E-06,-274.6713753,-1.4
1.05E-06,-274.6713753,-1.4
1.05E-06,-290.3668825,-1.48
1.05E-06,-321.7578968,-1.64
1.05E-06,-306.0623896,-1.56
1.05E-06,-321.7578968,-1.64
1.05E-06,-306.0623896,-1.56
1.05E-06,-306.0623896,-1.56
1.05E-06,-306.0623896,-1.56
1.05E-06,-306.0623896,-1.56
1.05E-06,-321.7578968,-1.64
1.05E-06,-321.7578968,-1.64
1.05E-06,-321.7578968,-1.64
1.06E-06,-337.453404,-1.72
1.06E-06,-337.453404,-1.72
1.06E-06,-321.7578968,-1.64
1.06E-06,-337.453404,-1.72
1.06E-06,-337.453404,-1.72
1.06E-06,-337.453404,-1.72
1.06E-06,-353.1489111,-1.8
1.06E-06,-337.453404,-1.72
1.06E-06,-353.1489111,-1.8
1.06E-06,-337.453404,-1.72
1.06E-06,-353.1489111,-1.8
1.06E-06,-353.1489111,-1.8
1.06E-06,-337.453404,-1.72
1.07E-06,-353.1489111,-1.8
1.07E-06,-368.8444183,-1.88
1.07E-06,-353.1489111,-1.8
1.07E-06,-353.1489111,-1.8
1.07E-06,-368.8444183,-1.88
1.07E-06,-368.8444183,-1.88
1.07E-06,-353.1489111,-1.8
1.07E-06,-368.8444183,-1.88
1.07E-06,-353.1489111,-1.8
1.07E-06,-384.5399254,-1.96
1.07E-06,-368.8444183,-1.88
1.07E-06,-353.1489111,-1.8
1.08E-06,-368.8444183,-1.88
1.08E-06,-353.1489111,-1.8
1.08E-06,-353.1489111,-1.8
1.08E-06,-353.1489111,-1.8
1.08E-06,-353.1489111,-1.8
1.08E-06,-368.8444183,-1.88
1.08E-06,-353.1489111,-1.8
1.08E-06,-368.8444183,-1.88
1.08E-06,-368.8444183,-1.88
1.08E-06,-353.1489111,-1.8
1.08E-06,-353.1489111,-1.8
1.08E-06,-353.1489111,-1.8
1.08E-06,-368.8444183,-1.88
1.09E-06,-353.1489111,-1.8
1.09E-06,-353.1489111,-1.8
1.09E-06,-337.453404,-1.72
1.09E-06,-337.453404,-1.72
1.09E-06,-337.453404,-1.72
1.09E-06,-337.453404,-1.72
1.09E-06,-353.1489111,-1.8
1.09E-06,-337.453404,-1.72
1.09E-06,-321.7578968,-1.64
1.09E-06,-337.453404,-1.72
1.09E-06,-337.453404,-1.72
1.09E-06,-321.7578968,-1.64
1.10E-06,-337.453404,-1.72
1.10E-06,-321.7578968,-1.64
1.10E-06,-321.7578968,-1.64
1.10E-06,-337.453404,-1.72
1.10E-06,-321.7578968,-1.64
1.10E-06,-321.7578968,-1.64
1.10E-06,-306.0623896,-1.56
1.10E-06,-306.0623896,-1.56
1.10E-06,-290.3668825,-1.48
1.10E-06,-290.3668825,-1.48
1.10E-06,-306.0623896,-1.56
1.10E-06,-274.6713753,-1.4
1.10E-06,-306.0623896,-1.56
1.11E-06,-290.3668825,-1.48
1.11E-06,-274.6713753,-1.4
1.11E-06,-274.6713753,-1.4
1.11E-06,-258.9758682,-1.32
1.11E-06,-274.6713753,-1.4
1.11E-06,-258.9758682,-1.32
1.11E-06,-258.9758682,-1.32
1.11E-06,-258.9758682,-1.32
1.11E-06,-258.9758682,-1.32
1.11E-06,-258.9758682,-1.32
1.11E-06,-243.280361,-1.24
1.11E-06,-243.280361,-1.24
1.12E-06,-227.5848538,-1.16
1.12E-06,-227.5848538,-1.16
1.12E-06,-211.8893467,-1.08
1.12E-06,-227.5848538,-1.16
1.12E-06,-211.8893467,-1.08
1.12E-06,-211.8893467,-1.08
1.12E-06,-211.8893467,-1.08
1.12E-06,-196.1938395,-1
1.12E-06,-196.1938395,-1
1.12E-06,-196.1938395,-1
1.12E-06,-196.1938395,-1
1.12E-06,-180.4983324,-0.92
1.12E-06,-180.4983324,-0.92
1.13E-06,-180.4983324,-0.92
1.13E-06,-164.8028252,-0.84
1.13E-06,-149.107318,-0.76
1.13E-06,-149.107318,-0.76
1.13E-06,-149.107318,-0.76
1.13E-06,-149.107318,-0.76
1.13E-06,-133.4118109,-0.68
1.13E-06,-133.4118109,-0.68
1.13E-06,-133.4118109,-0.68
1.13E-06,-117.7163037,-0.6
1.13E-06,-117.7163037,-0.6
1.13E-06,-102.0207965,-0.52
1.14E-06,-117.7163037,-0.6
1.14E-06,-102.0207965,-0.52
1.14E-06,-86.32528939,-0.44
1.14E-06,-102.0207965,-0.52
1.14E-06,-86.32528939,-0.44
1.14E-06,-70.62978222,-0.36
1.14E-06,-70.62978222,-0.36
1.14E-06,-70.62978222,-0.36
1.14E-06,-70.62978222,-0.36
1.14E-06,-54.93427506,-0.28
1.14E-06,-54.93427506,-0.28
1.14E-06,-39.2387679,-0.2
1.14E-06,-54.93427506,-0.28
1.15E-06,-23.54326074,-0.12
1.15E-06,-23.54326074,-0.12
1.15E-06,-23.54326074,-0.12
1.15E-06,-7.84776339,-0.04000005
1.15E-06,-23.54326074,-0.12
1.15E-06,-7.84776339,-0.04000005
1.15E-06,7.847743771,0.03999995
1.15E-06,-7.84776339,-0.04000005
1.15E-06,7.847743771,0.03999995
1.15E-06,7.847743771,0.03999995
1.15E-06,7.847743771,0.03999995
1.15E-06,7.847743771,0.03999995
1.16E-06,23.54324112,0.1199999
1.16E-06,39.23874828,0.1999999
1.16E-06,39.23874828,0.1999999
1.16E-06,39.23874828,0.1999999
1.16E-06,39.23874828,0.1999999
1.16E-06,54.93425544,0.2799999
1.16E-06,39.23874828,0.1999999
1.16E-06,54.93425544,0.2799999
1.16E-06,70.62976261,0.3599999
1.16E-06,70.62976261,0.3599999
1.16E-06,70.62976261,0.3599999
1.16E-06,70.62976261,0.3599999
1.16E-06,70.62976261,0.3599999
1.17E-06,102.0207769,0.5199999
1.17E-06,86.32526977,0.4399999
1.17E-06,102.0207769,0.5199999
1.17E-06,102.0207769,0.5199999
1.17E-06,117.7162841,0.5999999
1.17E-06,86.32526977,0.4399999
1.17E-06,102.0207769,0.5199999
1.17E-06,133.4117912,0.6799999
1.17E-06,133.4117912,0.6799999
1.17E-06,133.4117912,0.6799999
1.17E-06,133.4117912,0.6799999
1.17E-06,133.4117912,0.6799999
1.18E-06,149.1072984,0.7599999
1.18E-06,149.1072984,0.7599999
1.18E-06,149.1072984,0.7599999
1.18E-06,149.1072984,0.7599999
1.18E-06,164.8028056,0.8399999
1.18E-06,164.8028056,0.8399999
1.18E-06,149.1072984,0.7599999
1.18E-06,164.8028056,0.8399999
1.18E-06,180.4983127,0.9199999
1.18E-06,164.8028056,0.8399999
1.18E-06,180.4983127,0.9199999
1.18E-06,164.8028056,0.8399999
1.18E-06,196.1938199,0.9999999
1.19E-06,196.1938199,0.9999999
1.19E-06,196.1938199,0.9999999
1.19E-06,211.8893467,1.08
1.19E-06,196.1938199,0.9999999
1.19E-06,196.1938199,0.9999999
1.19E-06,211.8893467,1.08
1.19E-06,211.8893467,1.08
1.19E-06,211.8893467,1.08
1.19E-06,211.8893467,1.08
1.19E-06,227.5848538,1.16
1.19E-06,227.5848538,1.16
1.19E-06,227.5848538,1.16
1.20E-06,227.5848538,1.16
1.20E-06,243.280361,1.24
1.20E-06,243.280361,1.24
1.20E-06,227.5848538,1.16
1.20E-06,243.280361,1.24
1.20E-06,243.280361,1.24
1.20E-06,227.5848538,1.16
1.20E-06,243.280361,1.24
1.20E-06,243.280361,1.24
1.20E-06,227.5848538,1.16
1.20E-06,227.5848538,1.16
1.20E-06,258.9758682,1.32
1.20E-06,243.280361,1.24
1.21E-06,258.9758682,1.32
1.21E-06,243.280361,1.24
1.21E-06,243.280361,1.24
1.21E-06,243.280361,1.24
1.21E-06,258.9758682,1.32
1.21E-06,258.9758682,1.32
1.21E-06,258.9758682,1.32
1.21E-06,243.280361,1.24
1.21E-06,243.280361,1.24
1.21E-06,243.280361,1.24
1.21E-06,258.9758682,1.32
1.21E-06,258.9758682,1.32
1.22E-06,243.280361,1.24
1.22E-06,258.9758682,1.32
1.22E-06,243.280361,1.24
1.22E-06,258.9758682,1.32
1.22E-06,258.9758682,1.32
1.22E-06,243.280361,1.24
1.22E-06,258.9758682,1.32
1.22E-06,258.9758682,1.32
1.22E-06,243.280361,1.24
1.22E-06,243.280361,1.24
1.22E-06,243.280361,1.24
1.22E-06,243.280361,1.24
1.22E-06,227.5848538,1.16
1.23E-06,243.280361,1.24
1.23E-06,227.5848538,1.16
1.23E-06,243.280361,1.24
1.23E-06,243.280361,1.24
1.23E-06,243.280361,1.24
1.23E-06,227.5848538,1.16
1.23E-06,243.280361,1.24
1.23E-06,243.280361,1.24
1.23E-06,227.5848538,1.16
1.23E-06,227.5848538,1.16
1.23E-06,243.280361,1.24
1.23E-06,243.280361,1.24
1.24E-06,227.5848538,1.16
1.24E-06,227.5848538,1.16
1.24E-06,227.5848538,1.16
1.24E-06,227.5848538,1.16
1.24E-06,211.8893467,1.08
1.24E-06,227.5848538,1.16
1.24E-06,211.8893467,1.08
1.24E-06,211.8893467,1.08
1.24E-06,211.8893467,1.08
1.24E-06,227.5848538,1.16
1.24E-06,211.8893467,1.08
1.24E-06,227.5848538,1.16
1.24E-06,211.8893467,1.08
1.25E-06,196.1938199,0.9999999
1.25E-06,211.8893467,1.08
1.25E-06,211.8893467,1.08
1.25E-06,196.1938199,0.9999999
1.25E-06,196.1938199,0.9999999
1.25E-06,196.1938199,0.9999999
1.25E-06,196.1938199,0.9999999
1.25E-06,180.4983127,0.9199999
1.25E-06,180.4983127,0.9199999
1.25E-06,180.4983127,0.9199999
1.25E-06,180.4983127,0.9199999
1.25E-06,180.4983127,0.9199999
1.26E-06,180.4983127,0.9199999
1.26E-06,164.8028056,0.8399999
1.26E-06,149.1072984,0.7599999
1.26E-06,164.8028056,0.8399999
1.26E-06,149.1072984,0.7599999
1.26E-06,164.8028056,0.8399999
1.26E-06,149.1072984,0.7599999
1.26E-06,149.1072984,0.7599999
1.26E-06,133.4117912,0.6799999
1.26E-06,133.4117912,0.6799999
1.26E-06,133.4117912,0.6799999
1.26E-06,133.4117912,0.6799999
1.26E-06,133.4117912,0.6799999
1.27E-06,117.7162841,0.5999999
1.27E-06,117.7162841,0.5999999
1.27E-06,117.7162841,0.5999999
1.27E-06,117.7162841,0.5999999
1.27E-06,102.0207769,0.5199999
1.27E-06,102.0207769,0.5199999
1.27E-06,102.0207769,0.5199999
1.27E-06,102.0207769,0.5199999
1.27E-06,102.0207769,0.5199999
1.27E-06,102.0207769,0.5199999
1.27E-06,86.32526977,0.4399999
1.27E-06,86.32526977,0.4399999
1.28E-06,86.32526977,0.4399999
1.28E-06,86.32526977,0.4399999
1.28E-06,70.62976261,0.3599999
1.28E-06,70.62976261,0.3599999
1.28E-06,70.62976261,0.3599999
1.28E-06,54.93425544,0.2799999
1.28E-06,54.93425544,0.2799999
1.28E-06,39.23874828,0.1999999
1.28E-06,39.23874828,0.1999999
1.28E-06,39.23874828,0.1999999
1.28E-06,39.23874828,0.1999999
1.28E-06,54.93425544,0.2799999
1.28E-06,39.23874828,0.1999999
1.29E-06,23.54324112,0.1199999
1.29E-06,23.54324112,0.1199999
1.29E-06,23.54324112,0.1199999
1.29E-06,7.847743771,0.03999995
1.29E-06,7.847743771,0.03999995
1.29E-06,23.54324112,0.1199999
1.29E-06,7.847743771,0.03999995
1.29E-06,7.847743771,0.03999995
1.29E-06,7.847743771,0.03999995
1.29E-06,7.847743771,0.03999995
1.29E-06,-7.84776339,-0.04000005
1.29E-06,-7.84776339,-0.04000005
1.30E-06,-7.84776339,-0.04000005
1.30E-06,-23.54326074,-0.12
1.30E-06,-39.2387679,-0.2
1.30E-06,-39.2387679,-0.2
1.30E-06,-23.54326074,-0.12
1.30E-06,-39.2387679,-0.2
1.30E-06,-39.2387679,-0.2
1.30E-06,-39.2387679,-0.2
1.30E-06,-54.93427506,-0.28
1.30E-06,-54.93427506,-0.28
1.30E-06,-39.2387679,-0.2
1.30E-06,-54.93427506,-0.28
1.30E-06,-54.93427506,-0.28
1.31E-06,-70.62978222,-0.36
1.31E-06,-70.62978222,-0.36
1.31E-06,-54.93427506,-0.28
1.31E-06,-54.93427506,-0.28
1.31E-06,-70.62978222,-0.36
1.31E-06,-86.32528939,-0.44
1.31E-06,-86.32528939,-0.44
1.31E-06,-86.32528939,-0.44
1.31E-06,-86.32528939,-0.44
1.31E-06,-86.32528939,-0.44
1.31E-06,-86.32528939,-0.44
1.31E-06,-86.32528939,-0.44
1.32E-06,-102.0207965,-0.52
1.32E-06,-102.0207965,-0.52
1.32E-06,-102.0207965,-0.52
1.32E-06,-102.0207965,-0.52
1.32E-06,-102.0207965,-0.52
1.32E-06,-102.0207965,-0.52
1.32E-06,-117.7163037,-0.6
1.32E-06,-117.7163037,-0.6
1.32E-06,-117.7163037,-0.6
1.32E-06,-133.4118109,-0.68
1.32E-06,-117.7163037,-0.6
1.32E-06,-133.4118109,-0.68
1.32E-06,-133.4118109,-0.68
1.33E-06,-133.4118109,-0.68
1.33E-06,-133.4118109,-0.68
1.33E-06,-133.4118109,-0.68
1.33E-06,-133.4118109,-0.68
1.33E-06,-149.107318,-0.76
1.33E-06,-133.4118109,-0.68
1.33E-06,-149.107318,-0.76
1.33E-06,-149.107318,-0.76
1.33E-06,-149.107318,-0.76
1.33E-06,-149.107318,-0.76
1.33E-06,-164.8028252,-0.84
1.33E-06,-164.8028252,-0.84
1.34E-06,-164.8028252,-0.84
1.34E-06,-164.8028252,-0.84
1.34E-06,-164.8028252,-0.84
1.34E-06,-164.8028252,-0.84
1.34E-06,-180.4983324,-0.92
1.34E-06,-164.8028252,-0.84
1.34E-06,-180.4983324,-0.92
1.34E-06,-180.4983324,-0.92
1.34E-06,-164.8028252,-0.84
1.34E-06,-180.4983324,-0.92
1.34E-06,-180.4983324,-0.92
1.34E-06,-180.4983324,-0.92
1.34E-06,-180.4983324,-0.92
1.35E-06,-180.4983324,-0.92
1.35E-06,-180.4983324,-0.92
1.35E-06,-196.1938395,-1
1.35E-06,-180.4983324,-0.92
1.35E-06,-180.4983324,-0.92
1.35E-06,-180.4983324,-0.92
1.35E-06,-180.4983324,-0.92
1.35E-06,-180.4983324,-0.92
1.35E-06,-164.8028252,-0.84
1.35E-06,-196.1938395,-1
1.35E-06,-180.4983324,-0.92
1.35E-06,-180.4983324,-0.92
1.36E-06,-180.4983324,-0.92
1.36E-06,-180.4983324,-0.92
1.36E-06,-196.1938395,-1
1.36E-06,-180.4983324,-0.92
1.36E-06,-180.4983324,-0.92
1.36E-06,-180.4983324,-0.92
1.36E-06,-180.4983324,-0.92
1.36E-06,-180.4983324,-0.92
1.36E-06,-180.4983324,-0.92
1.36E-06,-180.4983324,-0.92
1.36E-06,-180.4983324,-0.92
1.36E-06,-180.4983324,-0.92
1.36E-06,-196.1938395,-1
1.37E-06,-180.4983324,-0.92
1.37E-06,-196.1938395,-1
1.37E-06,-180.4983324,-0.92
1.37E-06,-180.4983324,-0.92
1.37E-06,-180.4983324,-0.92
1.37E-06,-180.4983324,-0.92
1.37E-06,-180.4983324,-0.92
1.37E-06,-180.4983324,-0.92
1.37E-06,-164.8028252,-0.84
1.37E-06,-164.8028252,-0.84
1.37E-06,-180.4983324,-0.92
1.37E-06,-164.8028252,-0.84
1.38E-06,-164.8028252,-0.84
1.38E-06,-164.8028252,-0.84
1.38E-06,-164.8028252,-0.84
1.38E-06,-164.8028252,-0.84
1.38E-06,-149.107318,-0.76
1.38E-06,-164.8028252,-0.84
1.38E-06,-164.8028252,-0.84
1.38E-06,-164.8028252,-0.84
1.38E-06,-164.8028252,-0.84
1.38E-06,-149.107318,-0.76
1.38E-06,-149.107318,-0.76
1.38E-06,-164.8028252,-0.84
1.38E-06,-149.107318,-0.76
1.39E-06,-164.8028252,-0.84
1.39E-06,-149.107318,-0.76
1.39E-06,-149.107318,-0.76
1.39E-06,-149.107318,-0.76
